Link,Name,Benefits,Image,Detail
https://www.card-gorilla.com/card/detail/2682,K-패스 하나 체크카드,"['대중교통', '드럭스토어', '카페', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2682/card_img/33462/2682card.png,"['버스/지하철 10% 캐시백 (월 3천원, 월 6천원)', '다이소/올리브영 1% 캐시백 (월 1만원)', '스타벅스/커피빈 1% 캐시백 (월 5천원)', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2552,카드의정석 EVERY CHECK,[],https://api.card-gorilla.com:8080/storage/card/2552/card_img/29589/2552card.png,[]
https://www.card-gorilla.com/card/detail/284,신한카드 주거래 체크,"['모든가맹점', '쇼핑', '은행사', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/284/card_img/20506/284card.png,"['모든 가맹점 0.3% 포인트 적립', '신한은행 결제 계좌 연결 제공 서비스(추가 포인트 적립)', '주거래Package', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2727,NH트래블리체크카드,"['캐시백', '캐시백', '해외', '해외', '수수료우대', '공항라운지']",https://d1c5n4ri2guedi.cloudfront.net/card/2727/card_img/36095/2727_1card.png,"['[국내 서비스] 국내 가맹점 0.2~0.3% 캐시백', '[국내 가맹점] 일상 가맹점 0.6% 캐시백', '[해외 서비스] 외화 결제/인출 서비스', '[해외 서비스] 자동충전 서비스', '[해외 서비스] 해외 이용 수수료 면제', '[해외 서비스] 전 세계 공항라운지 본인 무료 입장 (The lounge / 더 라운지)']"
https://www.card-gorilla.com/card/detail/286,카카오페이 신한 체크카드,"['선택형', '카카오페이', '대중교통', '통신', '영화', '해외', '프리미엄 서비스', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/286/card_img/20508/286card.png,"['플레이트 디자인 선택 가능', '카카오페이 결제 시 2% 적립', '대중교통 3% 적립', '이동통신요금 3% 적립', 'CGV 영화 최대 3천원 적립', '해외 전가맹점(온라인 포함) 이용금액 1% 적립,해외 인출 1건당 US $3 적립 제공', 'Master 플래티늄 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/674,IBK무민카드(체크),"['대중교통', '소셜커머스', '편의점', '영화', '카페', '금융', '테마파크', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/674/card_img/21439/674card.png,"['버스, 지하철 이용건당 100원 할인', '쿠팡, 티몬, 위메프 10% 할인', 'GS25, CU, 세븐일레븐, 올리브영 5% 할인', 'CGV, 롯데시네마, 메가박스 4천원 할인', '주요 커피전문점 10% 할인', '금융우대서비스', '주요 놀이공원 무료입장 또는 입장료/자유이용권 할인 (월 1회, 연 2회)', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2372,신한카드 플리(체크),"['국내외가맹점', '기타', '적립', '유의사항']",https://d1c5n4ri2guedi.cloudfront.net/card/2372/card_img/25330/2372card.png,"['[Daily 할인] 국내 이용금액 최대 0.3% 할인, 해외 이용금액 0.2% 할인', '[Weekly 할인 쿠폰] 매월 2회 국내 이용 할인 쿠폰 제공', '[Monthly 단골 적립] My Pick 가맹점 월 3, 6, 9번째 이용 건에 대해 마이신한포인트 1,000포인트 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2225,able Premier Members 카드,"['할인', '할인', '금융']",https://api6.card-gorilla.com:8080/storage/card/2225/card_img/21356/2225card.png,"['언제 어디서든 한도없이, 사용 금액의 0.5% 무제한 캐시백', '현장할인서비스높은 할인율과 다양한 제휴처!', 'able 금융서비스언제 어디서나 수수료 면제!']"
https://www.card-gorilla.com/card/detail/2094,카카오페이 체크카드,"['카카오페이', '편의점', '온라인쇼핑', '기타', '영화', '카페', '패스트푸드', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2094/card_img/21906/2094card.png,"['카카오페이 15% 할인', '편의점 5% 할인', '온라인쇼핑 10% 할인', '어학시험 2천원 할인', '영화 2천원 할인', '커피 10% 할인', '패스트푸드 10% 할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/585,행복한 체크카드,"['병원/약국', '학원', '대형마트', '공연/전시', '기타', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/585/card_img/21340/585card.png,"['병원·의원, 모든 약국 10% 캐시백', '학원 10% 캐시백', '마트 10% 캐시백', '문화 10% 캐시백', '순수 우편서비스 12% · 우체국쇼핑 10% 캐시백지자체 시설 무료입장 및 할인, 에코머니 적립 등', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/446,IBK 나라사랑카드,[],https://api6.card-gorilla.com:8080/storage/card/446/card_img/20952/446card.png,[]
https://www.card-gorilla.com/card/detail/1765,올바른 NEW HAVE체크카드,"['적립', '적립', '공항라운지', '금융', '유의사항']",https://api.card-gorilla.com:8080/storage/card/1765/card_img/22348/1765card.png,"['국내외 이용가맹점 0.2% NH포인트 적립', '6개 영역 중 당월(1일~말일) 이용금액 1위/2위 영역은 기본적립의 3배/2배 자동적용', '국제 공항라운지 무료이용', '농협 인터넷·모바일·스마트·텔레뱅킹 이체수수료 통합 월 5회 면제', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/669,케이뱅크 플러스 체크카드,[],https://api6.card-gorilla.com:8080/storage/card/669/card_img/21434/669card.png,[]
https://www.card-gorilla.com/card/detail/394,삼성체크카드 & CASHBACK,"['모든가맹점', '영화', '테마파크', '유의사항']",https://api.card-gorilla.com:8080/storage/card/394/card_img/28057/394card.png,"['업종 및 연간 이용금액에 따라 0.2%~0.6% 캐시백', 'CGV 3,000원 할인', '놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/676,올리 POINT 체크,"['적립', '적립', '공항라운지', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/676/card_img/21441/676card.png,"['국내/외 이용가맹점 0.2% NH포인트 적립', '아래 6개 영역 중 당월(1일~말일) 이용금액 1위/2위 영역은 기본적립의 3배/2배 자동적용', '국제공항 라운지 무료이용', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2506,오늘은e 체크카드,"['간편결제', '학원', '통신', '카페', '교통', '영화', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2506/card_img/28653/2506card.png,"['PAYCO, 삼성페이, 네이버페이, 카카오페이, 썸패스 3% 청구할인', '전국 모든 학원업종 3% 청구할인', '휴대폰 요금 3% 청구할인', '스타벅스 3% 청구할인', '버스, 지하철, 택시요금 3% 청구할인', '롯데시네마 3% 청구할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/571,어디서나 체크카드,"['쇼핑', '푸드', '주유소', '영화/문화', '기타', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/571/card_img/21304/571card.png,"['전통시장 10% 캐시백,대형마트, 6대 홈쇼핑, 다이소 5% 캐시백', '음식점 5%포인트 적립,파리바게트, 뚜레쥬르, 엔제리너스, 카페베네, 스타벅스, 이디야, 폴바셋 5% 포인트 적립', 'SK주유 L당 40원 포인트 적립,알뜰주유 L당 100원 포인트 적립', '메가박스 현장구매, 홈페이지 예매시 5% 캐시백,Yes24, 교보문고(인터넷) 5% 캐시백', '우편, 택배, EMS, 우표구매, 우체국쇼핑 10% 포인트 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/499,체크카드,"['적립', '주유', '영화/문화', '수수료우대', '생활', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/499/card_img/21188/499card.png,"['농협판매장 NH포인트 적립', '농협운영주유소, GS칼텍스 적립 및 할인', '문화서비스 할인', '외화 환전 우대 서비스', '기타 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/403,롯데체크카드,"['적립', '해외', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/403/card_img/20901/403card.png,"['전국 가맹점 및 SK주유소 이용 시 적립혜택', '해외이용 안내', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2510,미타임 체크카드,"['쇼핑', '드럭스토어', '카페', '수수료우대', '캐시백', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2510/card_img/28716/2510card.png,"['쇼핑 대상가맹점 결제 시 2,000원 할인', 'H&B스토어, 뷰티업종 결제 시 1,000원 할인', '스타벅스, 투썸플레이스, 커피빈, 이디야 결제 시 500원 할인', '해외이용 수수료 면제', '더블혜택 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/325,그랑블루 체크카드,"['바우처', '모든가맹점', '공항라운지/PP', '여행/숙박', '푸드', '영화', '레저/스포츠', '주유소', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/325/card_img/20570/325card.png,"['GIFT VOUCHER (연 1회, 택1회)', '사용업종 또는 결제건당 금액에 따라 0.3~1% 모아포인트 적립', '체크 브랜드별 공항라운지 이용 서비스', '[Travel Service] 국내외 여행 관련 서비스 제공', '치킨, 피자 10% 청구할인', '전국 영화관 3,000원 청구할인', '골프 우대 서비스 및 자전거 무료 세척 서비스', 'SK주유 및 충전 시 리터당 60원 청구할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2343,신한카드 On 체크,"['간편결제', '생활', '해외', '선택형', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2343/card_img/24358/2343card.png,"['간편결제(Pay) 이용 시 최대 2% 적립', '생활편의영역 이용 시 최대 2% 적립', '해외 이용금액에 대해 1.3% 적립', '카드 플레이트 선택 가능', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/586,어피치 스윗 체크카드,"['간편결제', '카페', '화장품', '기타', '공항라운지', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/586/card_img/21342/586card.png,"['올원페이, 카카오페이, 삼성페이 온라인결제 3% 할인', '스타벅스, 투썸플레이스, 커피빈 4% 할인', '올리브영, 랄라블라 4% 할인', '유튜브프리미엄, 넷플릭스, 유료 어플리케이션 5% 할인', '국제공항 라운지 무료이용 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/573,다드림 체크카드,"['적립', '통신', '멤버십포인트', '금융', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/573/card_img/21306/573card.png,"['국내 전 가맹점 이용금액의 0.3% 우체국 포인트 적립,우편·우체국쇼핑 이용금액의 5% 우체국 포인트 적립', '우체국 알뜰폰 통신료 10% 우체국 포인트 적립', '전국 Oh! point 가맹점에서 적립 또는 사용 가능', '우체국 다드림 통장 우대서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/642,신한카드 Global Air 스카이패스 체크,"['대한항공', '해외이용', '프리미엄 서비스', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/642/card_img/21406/642card.png,"['마일리지 적립 서비스', '해외 인출 1건당 US $3 캐시백 제공', 'VISA 플래티늄 서비스 제공', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/414,현대카드M HYBRID,"['모든가맹점', '하이브리드', '유의사항']",https://api.card-gorilla.com:8080/storage/card/414/card_img/28396/414card.png,"['당월 이용금액별 M포인트 적립', '체크결제와 신용결제 서비스를 한번에', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2303,카카오페이카드3,"['생활', '적립', '기타', '선택형', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2303/card_img/23334/2303card.png,"['[MZ 라이프팩] 최대 40,000P 적립(2023.7.1~2023.12.31)', '[어디서나 적립팩] 국내 모든 가맹점에서 최대 0.4% 적립(2023.7.1 ~ 2023.12.31)', '전국 편의점, 지하철 ATM 수수료 무료', '마음에 드는 카드를 선택하세요', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2638,카카오페이 신한 춘식이 체크,"['카카오페이', '편의점', '통신', '해외', '프리미엄', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2638/card_img/31918/2638card.png,"['카카오페이 이용 시 적립', '편의점 이용금액에 5% 카카오페이포인트 적립', '통신요금 자동이체 이용금액에 5% 카카오페이포인트 적립', '해외(온라인 포함) 이용금액에 1% 카카오페이포인트 적립', 'VISA Platinum', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/575,라이프+플러스 체크카드,"['선택형', '쇼핑', '마트/편의점', '애완동물', '레저/스포츠', '기타', '해외', '저가항공', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/575/card_img/21312/575card.png,"['원하는 카드 유형을 선택하세요!', '[국내 서비스] 온라인 쇼핑, 홈쇼핑 10%', '[국내 서비스] 대형마트, 편의점 10%', '[국내 서비스] 반려동물 10%', '[국내 서비스] 레저/스포츠 10%', '[국내 서비스] 우체국 5%', '[해외 서비스] 해외 전 가맹점 1%', 'UniMile(유니마일) 플랫폼 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2721,당근머니 하나 체크카드,"['적립', '유의사항']",https://d1c5n4ri2guedi.cloudfront.net/card/2721/card_img/35850/2720card_1.png,"['당근머니 적립 서비스', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/335,청춘대로 싱글 체크카드,"['편의점', '소셜커머스', '교통', '애완동물', '해외이용', '여행/숙박', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/335/card_img/20579/335card.png,"['편의점 업종 5~10% 환급할인', '다이소/소셜커머스 5~10% 환급할인', '대중교통, 택시 5% 환급할인', '올리브영·박승철헤어스투디오/동물병원 10% 환급할인', '해외이용/해외직구 할인캐시백', '라이프샵 여행 해외패키지 3% 현장할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/408,현대카드X CHECK,"['모든가맹점', '유의사항']",https://api.card-gorilla.com:8080/storage/card/408/card_img/28395/408card.png,"['사용금액별 X캐시백 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2216,미래에셋증권 체크카드(할인 2),"['카페', '마트/편의점', '디지털구독', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2216/card_img/21769/2216card.png,"['커피전문점 10% 할인', '편의점 10% 할인마트 5% 할인', '디지털구독 10% 할인', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/574,드림플러스 아시아나 체크카드,"['아시아나항공', '해외이용', '온라인쇼핑', '마트/편의점', '카페', '주유소', '면세점', '영화', '금융', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/574/card_img/21307/574card.png,"['할인가맹점 이용액 1,500원 당 1마일리지 적립,그 외 전 가맹점 이용액 2,500원 당 1마일리지 적립', '해외 이용 시 1% 캐시백', '쿠팡, 티몬, 위메프 5% 캐시백', 'GS25, CU, 세븐일레븐 5% 캐시백홈플러스, 이마트, 이마트 트레이더스, 롯데마트, 롯데VIC마켓 5% 캐시백', '스타벅스, 투썸플레이스, 이디야 5% 캐시백', 'SK주유 L당 40원 할인', '면세점 5% 캐시백', 'CGV, 롯데시네마, 메가박스 5% 캐시백', '우체국 서비스(우편, 쇼핑) 5% 캐시백', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/382,카카오페이 체크카드,"['캐시백', '선택형', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/382/card_img/20882/382card.png,"['카카오페이, 통신요금자동이체, 커피, 대중교통 캐시백', '카드플레이트 디자인 선택 가능', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2400,밥바라밥 페이북머니 체크카드,"['푸드', '모든가맹점', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2400/card_img/26209/2400card.png,"['종일커피/점심식사/저녁간식 페이북머니 8% 적립', '국내 가맹점 이용금액 0.1% 기부 기금 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2170,부자되세요 더마일리지카드,"['온라인쇼핑', '통신', '대한항공', '영화', '푸드', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2170/card_img/21817/2170card.gif,"['5개 온라인몰 5% 청구 할인', '이동통신요금 3% 청구 할인', '대한항공 스카이패스 마일리지 적립 서비스', '영화관 최대 3천원 청구 할인', '패밀리레스토랑 할인커피, 음료 이용액 할인', '꼭 알아두세요!']"
https://www.card-gorilla.com/card/detail/2628,브라보(Bravo) 체크카드,"['푸드', '대형마트', '충전소', '주유소', '약국', '쇼핑', '골프', '영화', '도서', '여행/숙박', '기타', '해외', '유의사항']",https://api.card-gorilla.com:8080/storage/card/2628/card_img/31739/2628card.png,"['[생활 Life] 모든 음식점 5% 캐시백', '[생활 Life] 롯데마트, 이마트, 홈플러스 5% 캐시백', '[생활 Life] 전기차 충전 5% 캐시백', '[생활 Life] SK주유 L당 40원 캐시백', '[건강 Life] 모든 약국 10% 캐시백', '[건강 Life] 정관장 10% 캐시백', '[건강 Life] 골프장, 골프연습장, 스크린골프장 10% 캐시백', '[문화 Life] CGV, 메가박스, 롯데시네마 15% 캐시백', '[문화 Life] 교보문고(온・오프라인) 15% 캐시백', '[문화 Life] 국내 숙박업종 15% 캐시백', '[안전 Life] 해외원화결제(DCC)차단 서비스 기본설정・터치 기능 제공', '[글로벌 Life] 해외 ATM 현금인출 수수료(건당 $3) 면제', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2227,영리한 PLUS 체크카드,"['디지털구독', '온라인쇼핑', '배달앱', '카페', '생활', '기타', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2227/card_img/21354/2227card.png,"['유튜브프리미엄, 넷플릭스, 웨이브, 티빙, 멜론, 지니 20% 캐시백', '11번가, G마켓, 옥션, 쿠팡, 위메프, 티몬 15% 캐시백', '배달의민족, 요기요, 쿠팡이츠 15% 캐시백', '스타벅스, 투썸플레이스, 이디야 5% 캐시백', '올리브영, 랄라블라, 다이소, GS25, CU, 이마트24 5% 캐시백', '우편요금, 인터넷우체국, 우체국쇼핑, EMS 5% 캐시백', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/391,신한카드 하이패스(전용) 체크,"['하이패스', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/391/card_img/20890/391card.png,"['하이패스 이용요금의 0.1% 포인트 적립', '꼭 확인하세요!']"
https://www.card-gorilla.com/card/detail/2222,한국투자 the More 체크카드,"['할인', '유의사항']",https://api6.card-gorilla.com:8080/storage/card/2222/card_img/21762/2222card.jpg,"['전월 실적 제한없이 국내 가맹점 이용금액의 0.3% 캐시백', '꼭 확인하세요!']"
